stop_id;stop_code;stop_name;stop_lat;stop_lon;zone_id;alias;stop_area;stop_desc;lest_x;lest_y;zone_name;authority
30837;7800551-1;Muide;58.40540578;26.67038905;30837;;Tartu linn;"Tallinna suunas";6476995.01;656068.94;;Tartu LV
26888;7800067-1;Asusilla;58.35406646;26.55527011;26888;;Tartu linn;"Tartu suunas";6471019.00;649562.00;;Tartu LV
30050;7800066-1;Asusilla;58.3540934;26.5530275;30050;;Tartu linn;"Viljandi suunas";6471017.00;649430.68;;Tartu LV
158082;7820385-1;Raudteejaam IV;58.37355618;26.70792716;158082;;Tartu linn;"maakonnaliinidele";6473538.50;658404.81;;Tartu LV
34112;7890025-1;Tartu;58.37393011;26.70618453;34112;Tartu;Tartu linn;"Tallinna suunas";6473576.00;658301.25;TartuLinn;Tartu LV
31940;7820021-1;Aura veekeskus;58.37566974;26.73304577;31940;;Tartu linn;;6473833.30;659863.77;TartuLinn;Tartu LV
26086;7820060-1;Kesk kaar;58.365848;26.70412703;26086;;Tartu linn;"raudtee suunas";6472671.70;658217.23;TartuLinn;Tartu LV
136290;7820337-1;ERM;58.39506918;26.74116785;136290;;Tartu linn;"linnast väljuv";6476011.56;660250.31;;Tartu LV
135023;7801270-1;Ilmatsalu kool;58.38765551;26.56205266;135023;Ilmatsalu;Tartu linn;"Veeriku suunas";6474772.50;649815.93;;Tartu LV
26082;7820056-1;Jaama;58.3839401;26.7403782;26082;;Tartu linn;"linnast väljuv";6474771.17;660254.80;TartuLinn;Tartu LV
162180;7801465-1;Hiieküla;58.37302631;26.64302579;162180;;Tartu linn;;6473328.10;654612.61;;Tartu LV
33521;7820001-1;Aardla;58.35445623;26.72105007;33521;;Tartu linn;"maakonnaliinidele";6471444.00;659258.31;TartuLinn;Tartu LV
26089;7820063-1;Kalda tee;58.37208797;26.75966338;26089;;Tartu linn;"linnast väljuv";6473498.45;661436.24;TartuLinn;Tartu LV
33385;7820271-1;Tartu bussijaam;58.37795531;26.73214188;33385;Tartu;Tartu linn;;6474085.50;659800.56;Tartu;Tartu LV
33501;7820016-1;Annemõisa;58.37849016;26.77600422;33501;;Tartu linn;"Kaunase pst. suunas";6474250.35;662362.11;TartuLinn;Tartu LV
33503;7820094-1;Kivilinna;58.38014812;26.76384935;33503;;Tartu linn;"Sõpruse pst. suunas";6474405.50;661644.00;TartuLinn;Tartu LV
26531;7820157-1;Männimetsa;58.35340275;26.76619969;26531;;Tartu linn;"Kasteheina suunas";6471434.85;661904.19;TartuLinn;Tartu LV
33507;7820281-1;Tehnoloogiainstituut;58.36662066;26.69478854;33507;;Tartu linn;;6472735.70;657667.68;TartuLinn;Tartu LV
33509;7820214-1;Rebase;58.36735879;26.74069184;33509;;Tartu linn;"linnast väljuv";6472926.66;660348.57;TartuLinn;Tartu LV
33512;7820052-1;Ihaste tee I;58.36489916;26.75865715;33512;;Tartu linn;"Ihaste suunas";6472696.03;661410.33;TartuLinn;Tartu LV
33516;7820005-1;Aianduse;58.35133791;26.71874418;33516;;Tartu linn;"Kesklinna suunas";6471091.50;659137.50;TartuLinn;Tartu LV
26211;7820068-1;Kanali;58.37669404;26.74457721;26211;;Tartu linn;"linna sisenev";6473974.83;660533.23;TartuLinn;Tartu LV
33522;7820153-1;Mõisapargi;58.40083131;26.72719428;33522;;Tartu linn;"linnast väljuv";6476619.50;659407.77;TartuLinn;Tartu LV
34122;7890009-1;Kirsi;58.35750153;26.71539974;34122;;Tartu linn;"Tallinna suunas";6471769.50;658914.06;TartuLinn;Tartu LV
34123;7890001-1;Aardla;58.35771232;26.71457291;34123;;Tartu linn;"Valga suunas";6471791.00;658864.75;TartuLinn;Tartu LV
34153;7890002-1;Aardla;58.35786742;26.71488512;34153;;Tartu linn;"Tallinna suunas";6471809.00;658882.31;TartuLinn;Tartu LV
27316;7800093-1;Haage;58.35646922;26.6195337;27316;;Tartu linn;;6471431.50;653311.06;;Tartu LV
34209;7890010-1;Kirsi;58.35737895;26.71524818;34209;;Tartu linn;"Põlva suunas";6471755.50;658905.75;TartuLinn;Tartu LV
34210;7890026-1;Tartu;58.37379194;26.70613222;34210;Tartu;Tartu linn;;6473560.50;658298.81;TartuLinn;Tartu LV
26210;7820067-1;Kanali;58.37584714;26.74589515;26210;;Tartu linn;"linnast väljuv";6473883.74;660614.14;TartuLinn;Tartu LV
20421;7800112-1;Heinvaru;58.38048931;26.64251807;20421;;Tartu linn;"Ilmatsalu suunas";6474157.50;654550.18;;Tartu LV
27394;7800113-1;Heinvaru;58.38031204;26.64305112;27394;;Tartu linn;"Veeriku suunas";6474139.00;654582.12;;Tartu LV
26512;7820230-1;Ropkamõisa;58.35583691;26.72892056;26512;;Tartu linn;"Võru tn. suunas";6471616.36;659712.45;TartuLinn;Tartu LV
20278;7800132-1;Iie;58.45115805;26.59363159;20278;;Tartu linn;"Vorbuse suunas";6481911.00;651388.18;;Tartu LV
20277;7800133-1;Iie;58.45116489;26.59395884;20277;;Tartu linn;"Kardla tee peatuse suunas";6481912.50;651407.25;;Tartu LV
24897;7820129-1;Linda;58.3669492;26.72967524;24897;;Tartu linn;"linnast väljuv";6472854.80;659706.24;TartuLinn;Tartu LV
20032;7800136-1;Ilmatsalu;58.38957294;26.55717868;20032;Ilmatsalu;Tartu linn;;6474975.03;649522.93;;Tartu LV
26110;7820270-1;Tartu Maja II;58.38233737;26.68369743;26110;;Tartu linn;"Betooni tn suunas";6474458.78;656949.09;TartuLinn;Tartu LV
33519;7820297-1;Vangla;58.34527076;26.74128384;33519;;Tartu linn;"linna sisenev";6470470.01;660483.70;TartuLinn;Tartu LV
26256;7820298-1;Vangla;58.34524603;26.74096552;26256;;Tartu linn;"linnast väljuv";6470466.50;660465.18;TartuLinn;Tartu LV
24729;7820079-1;Kastani;58.36479389;26.72116859;24729;;Tartu linn;"linnast väljuv";6472594.72;659218.54;TartuLinn;Tartu LV
24730;7820080-1;Kasteheina;58.34924006;26.7874891;24730;;Tartu linn;"Hipodroomi tn. suunas";6471023.20;663168.79;TartuLinn;Tartu LV
24731;7820081-1;Kasteheina;58.34930632;26.78771897;24731;;Tartu linn;"Pallase pst. suunas";6471031.13;663181.93;TartuLinn;Tartu LV
157327;7820382-1;Lammimõisa;58.36637577;26.76810701;157327;;Tartu linn;"linnast väljuv";6472883.13;661956.15;;Tartu LV
26511;7820229-1;Kesa;58.34859622;26.70417463;26511;;Tartu linn;"Roopa tn. suunas";6470751.91;658297.46;TartuLinn;Tartu LV
128643;7820229-2;Kesa;58.3485594;26.70489285;128643;;Tartu linn;"linna sisenev";6470749.50;658339.65;;Tartu LV
26274;7800207-1;Kandiküla;58.37921192;26.670649;26274;;Tartu linn;"Veeriku suunas";6474080.50;656200.25;;Tartu LV
33514;7820090-1;Killustiku;58.39786392;26.73332536;33514;;Tartu linn;"linnast väljuv";6476303.86;659779.41;TartuLinn;Tartu LV
31432;7820110-1;Kummeli;58.40109437;26.7194218;31432;;Tartu linn;"linna sisenev";6476630.33;658952.53;TartuLinn;Tartu LV
157328;7820383-1;Lammimõisa;58.36723465;26.76864373;157328;;Tartu linn;"linna sisenev";6472980.01;661983.58;;Tartu LV
24707;7820018-1;Arhitekti;58.36817908;26.68276659;24707;;Tartu linn;"linnast väljuv";6472880.94;656957.73;TartuLinn;Tartu LV
26241;7820183-1;Pepleri;58.37553002;26.71803519;26241;;Tartu linn;"Raudteejaama suunas";6473782.07;658986.87;TartuLinn;Tartu LV
25023;7820111-1;Kungla;58.36032883;26.71352127;25023;;Tartu linn;"Raudtee tn. suunas";6472079.69;658791.45;TartuLinn;Tartu LV
26668;7820159-1;Triigi;58.35601529;26.78899164;26668;;Tartu linn;"Annelinna suunas";6471780.81;663225.33;TartuLinn;Tartu LV
155433;7820381-1;Tüve (Ihaste suunas);58.38442634;26.75680516;155433;;Tartu linn;"Ihaste suunas";6474864.64;661212.67;;Tartu LV
30313;7800209-1;Kardla tee;58.4136048;26.57706819;30313;;Tartu linn;"Tartu suunas";6477694.19;650582.52;;Tartu LV
155418;7820378-1;Kvartsi;58.35183198;26.68813331;155418;;Tartu linn;"linna sisenev";6471074.27;657344.50;;Tartu LV
29137;7800208-1;Kardla tee;58.41355715;26.57887202;29137;;Tartu linn;"Tallinna suunas";6477692.94;650688.08;;Tartu LV
25937;7820241-1;Vallikraavi;58.37662124;26.71457354;25937;;Tartu linn;"Raudteejaama suunas";6473895.31;658779.58;TartuLinn;Tartu LV
26263;7820305-1;Viljandi maantee;58.36972984;26.69080566;26263;;Tartu linn;"Riia tn. suunas";6473072.36;657420.89;TartuLinn;Tartu LV
26123;7820289-1;Turu;58.37802669;26.73371568;26123;;Tartu linn;;6474097.19;659892.23;TartuLinn;Tartu LV
26370;7820189-1;Puiestee;58.38451818;26.74302861;26370;;Tartu linn;"Narva mnt.suunas";6474841.83;660407.08;TartuLinn;Tartu LV
162395;7820396-1;Puiestee;58.38404148;26.74409031;162395;;Tartu linn;"Sõpruse pst. suunas";6474791.32;660471.30;;Tartu LV
25026;7820114-1;Kuperjanovi;58.37598719;26.71031861;25026;;Tartu linn;"Raudteejaama suunas";6473814.69;658533.69;TartuLinn;Tartu LV
123047;7820167-1;Näituse;58.37893419;26.70846439;123047;;Tartu linn;"Taara pst. suunas";6474138.27;658412.04;TartuLinn;Tartu LV
25472;7820137-1;Lõkketule;58.34641112;26.7835032;25472;;Tartu linn;"Kasteheina suunas";6470698.70;662948.68;TartuLinn;Tartu LV
26670;7820161-1;Narvamäe;58.38888884;26.73051394;26670;;Tartu linn;"Sõpruse pst. suunas";6475298.37;659655.84;TartuLinn;Tartu LV
20423;7800296-1;Kardla kool;58.44586922;26.55822512;20423;;Tartu linn;"Vorbuse suunas";6481243.00;649345.01;;Tartu LV
26121;7820288-1;Tuglase;58.38621298;26.69472782;26121;;Tartu linn;"Vaksali tn. suunas";6474915.96;657576.49;TartuLinn;Tartu LV
31434;7800297-1;Kardla kool;58.44598308;26.55814755;31434;;Tartu linn;"Kardla tee peatuse suunas";6481255.50;649340.00;;Tartu LV
26104;7820264-1;Tamme puiestee;58.35415032;26.69707063;26104;;Tartu linn;"raudtee suunas";6471353.27;657856.96;TartuLinn;Tartu LV
26857;7820015-1;Annelinna keskus;58.36950908;26.76754256;26857;;Tartu linn;"Mõisavahe tn. suunas";6473230.45;661908.75;TartuLinn;Tartu LV
26510;7820228-1;Ropkamõisa;58.35565418;26.7272105;26510;;Tartu linn;"Tähe tn.suunas";6471591.95;659613.25;TartuLinn;Tartu LV
26528;7820156-1;Mõisavahe;58.36936718;26.77535326;26528;;Tartu linn;"Nõlvaku suunas";6473233.54;662366.09;TartuLinn;Tartu LV
26072;7820043-1;Hiie;58.38294305;26.69658842;26072;;Tartu linn;"Taara pst. suunas";6474556.42;657699.87;TartuLinn;Tartu LV
119583;7820279-1;Tehase;58.36143045;26.73392587;119583;;Tartu linn;"Tähe tn.suunas";6472250.77;659979.84;TartuLinn;Tartu LV
144359;7820368-1;Välja;58.40003844;26.71427334;144359;;Tartu linn;"linnast väljuv";6476500.63;658656.52;;Tartu LV
25861;7800261-1;Kivisäki;58.42600244;26.65043857;25861;;Tartu linn;"Vorbuse suunas";6479241.00;654812.93;;Tartu LV
25961;7820260-1;Taara pst.;58.38161617;26.70271302;25961;;Tartu linn;"Näituse tn. suunas";6474423.17;658063.80;TartuLinn;Tartu LV
161082;7820389-1;Klaose;58.40642847;26.7029425;161082;;Tartu linn;;6477185.02;657965.89;;Tartu LV
33506;7820165-1;Nõlvaku;58.37220599;26.78019005;33506;;Tartu linn;"Kesklinna suunas";6473561.17;662635.79;TartuLinn;Tartu LV
122418;7820171-1;Optika;58.35607767;26.67289602;122418;;Tartu linn;"Lõunakeskuse suunas";6471511.13;656434.25;TartuLinn;Tartu LV
122419;7820172-1;Optika;58.35563171;26.67391432;122419;;Tartu linn;"Riia mnt. suunas";6471463.87;656495.79;TartuLinn;Tartu LV
122429;7820100-1;Kraavi;58.35377665;26.70820357;122429;;Tartu linn;"linna sisenev";6471337.94;658509.89;TartuLinn;Tartu LV
135328;7820330-1;Viadukti;58.35631661;26.76477083;135328;;Tartu linn;"Annelinna suunas";6471755.66;661807.23;;Tartu LV
28919;7800377-1;Kärevere sild;58.42011701;26.51549199;28919;;Tartu linn;"Tartu suunas";6478282.42;646959.03;;Tartu LV
28807;7800389-1;Külasüda;58.42098733;26.66217038;28807;;Tartu linn;"Tähtvere suunas";6478710.00;655520.00;;Tartu LV
28656;7800549-1;Mudaniku;58.419954;26.57469006;28656;;Tartu linn;"Kardla tee peatuse suunas";6478395.50;650416.50;;Tartu LV
122997;7820248-1;Soola;58.37746185;26.73019788;122997;;Tartu linn;"Riia tn. suunas";6474025.95;659689.15;TartuLinn;Tartu LV
123048;7820259-1;Taara pst.;58.38140782;26.70354451;123048;;Tartu linn;"Hiie tn. suunas";6474401.95;658113.34;TartuLinn;Tartu LV
135331;7820333-1;Lammi ring;58.36172417;26.77141202;135331;;Tartu linn;"Võru tn suunas";6472373.47;662170.81;;Tartu LV
21953;7800791-1;Rõhu;58.35047636;26.52371441;21953;;Tartu linn;"Viljandi suunas";6470549.50;647730.93;;Tartu LV
24719;7820028-1;Eeden;58.3738068;26.75234171;24719;;Tartu linn;"Sõpruse ringi suunas";6473672.13;661000.32;TartuLinn;Tartu LV
158865;7820386-1;Viljandi maantee;58.36972016;26.69100308;158865;;Tartu linn;"Ilmatsalu tn. suunas";6473071.75;657432.47;;Tartu LV
26501;7800640-1;Pakla;58.34591694;26.4942418;26501;;Tartu linn;"Tartu suunas";6469977.50;646025.37;;Tartu LV
158081;7820384-1;Raudteejaam III;58.37349997;26.70790364;158081;;Tartu linn;"maakonnaliinidele";6473532.19;658403.69;;Tartu LV
25029;7820115-1;Kuu;58.36657642;26.73624755;25029;;Tartu linn;;6472828.98;660092.25;TartuLinn;Tartu LV
125609;7820258-2;Zoomeedikum;58.39325073;26.68740296;125609;;Tartu linn;"Lõpp-peatus";6475682.00;657117.00;;Tartu LV
21771;7800639-1;Paju;58.38003224;26.65480175;21771;;Tartu linn;"Ilmatsalu suunas";6474135.00;655270.25;;Tartu LV
125875;7801192-1;Haagejärve;58.34825201;26.60990106;125875;;Tartu linn;;6470495.00;652783.18;;Tartu LV
24592;7800638-1;Paju;58.37986536;26.65550218;24592;;Tartu linn;"Veeriku suunas";6474118.05;655311.93;;Tartu LV
24709;7820020-1;Atlantis;58.38122787;26.72889607;24709;;Tartu linn;;6474441.96;659595.99;TartuLinn;Tartu LV
30049;7800663-1;Peedimäe;58.35491711;26.57286916;30049;;Tartu linn;"Tartu suunas";6471153.05;650587.95;;Tartu LV
149437;7820373-1;Ropka tee;58.35487589;26.74068989;149437;;Tartu linn;"linnast väljuv";6471537.50;660405.25;;Tartu LV
128368;7820325-1;Võru ring;58.34458112;26.71540407;128368;;Tartu linn;"";6470331.64;658972.55;;Tartu LV
29914;7800677-1;Pihva;58.35373667;26.60158522;29914;;Tartu linn;"Tartu suunas";6471086.50;652272.93;;Tartu LV
128369;7820318-1;Ringtee II;58.34238583;26.71589623;128369;;Tartu linn;"Turu tn. suunas";6470088.50;659011.25;;Tartu LV
128372;7820314-1;Jalaka;58.34315404;26.72352802;128372;;Tartu linn;"Võru tn suunas";6470192.10;659454.36;;Tartu LV
128373;7820315-1;Jalaka;58.34284309;26.72381576;128373;;Tartu linn;"Turu tn. suunas";6470158.18;659472.60;;Tartu LV
128374;7820323-1;Tähe;58.34306723;26.72953189;128374;;Tartu linn;"Võru tn. suunas";6470196.73;659806.06;;Tartu LV
128375;7820324-1;Tähe;58.34275898;26.73020083;128375;;Tartu linn;"Turu tn. suunas";6470164.02;659846.60;;Tartu LV
144371;7820367-1;Vabadussild;58.38336625;26.7236519;144371;;Tartu linn;"linnast väljuv";6474667.47;659279.80;;Tartu LV
24895;7820126-1;Lembitu;58.36929245;26.71073809;24895;;Tartu linn;;6473070.64;658588.33;TartuLinn;Tartu LV
128646;7820102-1;Kraavi;58.35350153;26.7075046;128646;;Tartu linn;"linnast väljuv";6471305.67;658470.24;;Tartu LV
26377;7820196-1;Raeplats;58.38113972;26.72480574;26377;;Tartu linn;"Kroonuaia tn. suunas";6474422.42;659357.31;TartuLinn;Tartu LV
128668;7820208-2;Raudteejaam;58.37401262;26.70674249;128668;;Tartu linn;"Lõpp peatus";6473586.50;658333.50;;Tartu LV
33517;7820285-1;Tref;58.36125669;26.74040249;33517;;Tartu linn;"linna sisenev";6472246.90;660359.41;TartuLinn;Tartu LV
20025;7820117-1;Kvissentali tee;58.40633743;26.70826104;20025;;Tartu linn;;6477187.43;658276.95;TartuLinn;Tartu LV
128917;7820085-2;Kesklinn IV;58.37758856;26.72790904;128917;;Tartu linn;"Kaubamaja küljel";6474034.61;659554.78;;Tartu LV
20337;7800741-1;Rahinge;58.38148438;26.62019568;20337;;Tartu linn;"Veeriku suunas";6474217.03;653240.98;;Tartu LV
20336;7800740-1;Rahinge;58.38172428;26.61965788;20336;;Tartu linn;"Ilmatsalu suunas";6474242.50;653208.50;;Tartu LV
20180;7800743-1;Rahinge kool;58.38579029;26.60999374;20180;;Tartu linn;"Ilmatsalu suunas";6474672.99;652625.97;;Tartu LV
28075;7800892-1;Soomeküla;58.44442497;26.62067402;28075;;Tartu linn;"Vorbuse suunas";6481223.00;652995.12;;Tartu LV
26954;7800923-1;Tamme;58.43238213;26.55579184;26954;;Tartu linn;"Vorbuse suunas";6479736.50;649260.25;;Tartu LV
24879;7820093-1;Linnamuuseum;58.38253159;26.72806885;24879;;Tartu linn;"";6474585.08;659541.74;TartuLinn;Tartu LV
24871;7820085-1;Kesklinn V;58.37745946;26.72763631;24871;;Tartu linn;"Kaubamaja küljel";6474019.59;659539.42;TartuLinn;Tartu LV
26527;7820155-1;Mõisavahe;58.36951149;26.77530961;26527;;Tartu linn;"linna sisenev";6473249.50;662362.87;TartuLinn;Tartu LV
26379;7820198-1;Rahumäe;58.37863342;26.77050604;26379;;Tartu linn;"Kalda tee suunas";6474253.00;662040.06;TartuLinn;Tartu LV
29138;7801043-1;Vanaaseme tee;58.41062316;26.60755167;29138;;Tartu linn;"Tartu suunas";6477431.19;652375.74;;Tartu LV
24881;7820096-1;Kloostri;58.38407818;26.71649249;24881;;Tartu linn;;6474729.72;658858.13;TartuLinn;Tartu LV
26247;7820192-1;Põllu;58.39872669;26.71043364;26247;;Tartu linn;"Puiestee tn. suunas";6476345.58;658438.10;TartuLinn;Tartu LV
25948;7820254-1;Männi;58.38057943;26.75346982;25948;;Tartu linn;"Sõpruse ringi suunas";6474428.53;661035.32;TartuLinn;Tartu LV
26671;7820162-1;Narvamäe;58.38907343;26.73021884;26671;;Tartu linn;"Narva mnt.suunas";6475318.21;659637.75;TartuLinn;Tartu LV
25942;7820074-1;Karlova kool;58.37173569;26.73294975;25942;;Tartu linn;;6473395.27;659876.00;TartuLinn;Tartu LV
26381;7820200-1;Raja;58.36135764;26.69003217;26381;;Tartu linn;"linnast väljuv";6472138.82;657413.05;TartuLinn;Tartu LV
26234;7820175-1;Palmihoone;58.38518468;26.72287068;26234;;Tartu linn;"linnast väljuv";6474867.98;659225.92;TartuLinn;Tartu LV
23446;7801044-1;Vanaaseme tee;58.41080318;26.60700354;23446;;Tartu linn;"Tallinna suunas";6477449.98;652342.95;;Tartu LV
26088;7820062-1;Puusepa;58.36669767;26.70364614;26088;;Tartu linn;"";6472765.13;658185.30;TartuLinn;Tartu LV
159869;7820387-1;Päevakivi;58.34858683;26.68801772;159869;;Tartu linn;"Aardla tn suunas";6470712.85;657352.21;;Tartu LV
26503;7801133-1;Vorbuse tee;58.40106572;26.68282065;26503;;Tartu linn;"Tallinna suunas";6476541.00;656814.43;;Tartu LV
26525;7820145-1;Meltsiveski;58.38689879;26.72445476;26525;;Tartu linn;;6475062.50;659310.75;TartuLinn;Tartu LV
26393;7820215-1;Rebase;58.36921745;26.74172752;26393;;Tartu linn;"linna sisenev";6473135.98;660400.67;TartuLinn;Tartu LV
24721;7820035-1;Fi;58.35338124;26.6810383;24721;;Tartu linn;"Tamme pst. suunas";6471230.06;656922.53;TartuLinn;Tartu LV
159868;7820388-1;Päevakivi;58.34755634;26.68672229;159868;;Tartu linn;"Lõpp-peatus";6470595.13;657281.02;;Tartu LV
24722;7820036-1;FI;58.35349102;26.68084579;24722;;Tartu linn;"Riia mnt. suunas";6471241.83;656910.78;TartuLinn;Tartu LV
26226;7820277-1;Teaduspark;58.35505258;26.67956993;26226;;Tartu linn;"linna sisenev";6471412.63;656829.20;TartuLinn;Tartu LV
24896;7820127-1;Lemmatsi;58.35923798;26.70286689;24896;;Tartu linn;;6471933.12;658173.20;TartuLinn;Tartu LV
26212;7820071-1;Kannikese;58.37700305;26.68379681;26212;;Tartu linn;"Ilmatsalu tn. suunas";6473865.36;656978.66;TartuLinn;Tartu LV
26242;7820185-1;Piiri;58.38851666;26.70827802;26242;;Tartu linn;"linnast väljuv";6475204.24;658358.06;TartuLinn;Tartu LV
26396;7820218-1;Riia ring;58.35872329;26.68492228;26396;;Tartu linn;"linna sisenev";6471833.66;657125.93;TartuLinn;Tartu LV
25810;7820240-1;Vallikraavi;58.3765878;26.71491966;25810;;Tartu linn;"Kesklinna suunas";6473892.41;658799.96;TartuLinn;Tartu LV
26124;7820291-1;Alevi;58.36201853;26.73063502;26124;;Tartu linn;;6472308.37;659784.71;TartuLinn;Tartu LV
136287;7820334-1;Roosi;58.38978666;26.73932942;136287;;Tartu linn;"linnast väljuv";6475419.30;660166.92;;Tartu LV
128370;7820320-1;Ringtee;58.34151158;26.71610809;128370;;Tartu linn;"linnast väljuv";6469991.71;659027.58;;Tartu LV
26526;7820148-1;Mesika;58.35013089;26.70762625;26526;;Tartu linn;"Roopa suunas";6470930.85;658492.50;TartuLinn;Tartu LV
128371;7820319-1;Ringtee I;58.34170221;26.71484949;128371;;Tartu linn;"linna sisenev";6470009.94;658953.07;;Tartu LV
149241;7820372-1;Ropka tee;58.35590574;26.7408544;149241;;Tartu linn;"linna sisenev";6471652.50;660410.18;;Tartu LV
26514;7820232-1;Salvest;58.39852299;26.70901097;26514;;Tartu linn;"linna sisenev";6476319.55;658355.90;TartuLinn;Tartu LV
26109;7820269-1;Tartu Maja I;58.38273082;26.68341474;26109;;Tartu linn;"Ravila tööstuspargi suunas";6474501.91;656930.81;TartuLinn;Tartu LV
26519;7820236-1;Sepa turg;58.34939038;26.74085965;26519;;Tartu linn;"linnast väljuv";6470927.45;660440.13;TartuLinn;Tartu LV
20040;7800262-1;Kivisäki;58.42625984;26.65037554;20040;;Tartu linn;"Kardla tee peatuse suunas";6479269.50;654808.12;;Tartu LV
123049;7820042-1;Hiie;58.38316976;26.69673413;123049;;Tartu linn;"Vaksali tn. suunas";6474582.00;657707.37;TartuLinn;Tartu LV
140382;7820341-2;Roheline park;58.39670523;26.68515015;140382;;Tartu linn;"Lõpp peatus";6476061.17;656969.96;;Tartu LV
116720;7820098-1;Kopli;58.3485892;26.70989119;116720;;Tartu linn;"linna sisenev";6470764.63;658631.95;TartuLinn;Tartu LV
25943;7820242-1;Soinaste II;58.36389419;26.69743305;25943;;Tartu linn;"linnast väljuv";6472438.50;657834.53;TartuLinn;Tartu LV
116721;7820147-1;Mesika;58.35016089;26.70712041;116721;;Tartu linn;"Kesklinna suunas";6470932.99;658462.78;TartuLinn;Tartu LV
25960;7820258-1;Zoomeedikum;58.39311653;26.6873756;25960;;Tartu linn;;6475667.00;657116.00;TartuLinn;Tartu LV
26093;7820263-1;Tamme puiestee;58.35414165;26.69607678;26093;;Tartu linn;"Riia tn. suunas";6471349.97;657798.86;TartuLinn;Tartu LV
26085;7820059-1;Kaare;58.36614066;26.70310893;26085;;Tartu linn;"linnast väljuv";6472701.87;658156.38;TartuLinn;Tartu LV
149230;7820176-2;Palmihoone;58.38407261;26.72214444;149230;;Tartu linn;;6474742.50;659188.50;;Tartu LV
131462;7820088-2;Kesklinn;58.37720705;26.72784468;131462;;Tartu linn;;6473992.00;659552.75;;Tartu LV
25337;7820119-1;Käo;58.35773524;26.70397272;25337;;Tartu linn;;6471768.49;658244.63;TartuLinn;Tartu LV
26523;7820143-1;Maarjamõisa haigla;58.36998229;26.69805577;26523;;Tartu linn;"Viljandi mnt. suunas";6473117.50;657843.68;TartuLinn;Tartu LV
144379;7820363-1;Sinepi;58.40265634;26.71636688;144379;;Tartu linn;"linnast väljuv";6476796.93;658767.02;;Tartu LV
28721;7820118-1;Kvissentali tee;58.40640005;26.70848931;28721;;Tartu linn;"maakonnaliinidele";6477194.94;658290.01;TartuLinn;Tartu LV
122522;7820128-1;Liiva;58.39095076;26.72511597;122522;;Tartu linn;"maakonnaliinidele";6475515.00;659331.06;TartuLinn;Tartu LV
144123;7820351-1;Kummeli;58.4012616;26.72106316;144123;;Tartu linn;"linnast väljuv";6476652.84;659047.66;;Tartu LV
26672;7820166-1;Nõlvaku;58.37275827;26.78054175;26672;;Tartu linn;"Ihaste suunas";6473623.48;662653.80;TartuLinn;Tartu LV
144830;7820353-1;Lille;58.3736677;26.72490047;144830;;Tartu linn;;6473591.12;659396.64;;Tartu LV
144828;7820354-1;Linda;58.36710241;26.72971696;144828;;Tartu linn;"linna sisenev";6472871.95;659707.98;;Tartu LV
144442;7820356-1;Linnupargi;58.3666717;26.76129895;144442;;Tartu linn;"linnast väljuv";6472899.65;661556.69;;Tartu LV
144441;7820355-1;Linnupargi;58.36631654;26.76258641;144441;;Tartu linn;"linna suunas";6472863.22;661633.60;;Tartu LV
125531;7820139-3;Lõunakeskus III;58.35891162;26.67243857;125531;;Tartu linn;"";6471825.45;656394.92;TartuLinn;Tartu LV
144382;7820358-1;Melissi;58.40191838;26.72135155;144382;;Tartu linn;"linna sisenev";6476726.61;659061.54;;Tartu LV
133805;7820329-1;Paju;58.38261156;26.74577777;133805;;Tartu linn;"Kesklinna suunas";6474636.23;660576.44;;Tartu LV
26235;7820176-1;Palmihoone;58.3836047;26.72339269;26235;;Tartu linn;"Kesklinna suunas";6474693.39;659263.57;TartuLinn;Tartu LV
26245;7820188-1;Polikliiniku;58.36833346;26.70338666;26245;;Tartu linn;;6472946.56;658162.79;TartuLinn;Tartu LV
144381;7820357-1;Melissi;58.40184107;26.72221089;144381;;Tartu linn;"linnast väljuv";6476720.04;659112.09;;Tartu LV
26229;7820142-1;Maarjamõisa haigla;58.36936733;26.69824015;26229;;Tartu linn;"Riia tn. suunas";6473049.49;657857.22;TartuLinn;Tartu LV
20422;7800383-1;Kärnise;58.45215421;26.57054622;20422;;Tartu linn;"Kardla tee peatuse suunas";6481970.00;650037.12;;Tartu LV
136288;7820335-1;Roosi;58.3892422;26.73840283;136288;;Tartu linn;"linna sisenev";6475356.50;660115.25;;Tartu LV
144470;7820347-1;Herne;58.38627464;26.71402485;144470;;Tartu linn;"linna sisenev";6474968.31;658704.01;;Tartu LV
144467;7820348-1;Kaubabaas;58.38545524;26.68055015;144467;;Tartu linn;"linna sisenev";6474798.41;656751.25;;Tartu LV
25022;7820109-1;Kruusamäe;58.39820755;26.7245813;25022;;Tartu linn;"Põllu tn.suunas";6476321.31;659266.99;TartuLinn;Tartu LV
144468;7820352-1;Laululava;58.38900626;26.70495235;144468;;Tartu linn;"linna sisenev";6475250.88;658161.51;;Tartu LV
144469;7820360-1;Piiri;58.38825896;26.70885743;144469;;Tartu linn;"linna sisenev";6475176.93;658393.08;;Tartu LV
26846;7820002-1;Aardla;58.35470082;26.72279026;26846;;Tartu linn;"Karete suunas";6471475.35;659359.00;TartuLinn;Tartu LV
144465;7820361-1;Puidu;58.3911417;26.68008948;144465;;Tartu linn;"Lõpp peatus";6475430.18;656699.03;;Tartu LV
